yil,ay,ort 
2016.0,12.0,1526.625
2016.0,11.0,2152.7619047619046
2016.0,10.0,1841.3
2016.0,9.0,1720.1904761904761
2016.0,8.0,851.0952380952382
2016.0,7.0,960.7
2016.0,6.0,935.5714285714287
2016.0,5.0,860.6315789473683
2016.0,4.0,832.8
2016.0,3.0,182.95
2016.0,2.0,204.8
2016.0,1.0,281.10526315789474
