Date,Index
2013-04-16,1251.0
2013-04-15,1257.0
2013-04-12,1265.0
2013-04-11,1257.0
2013-04-10,1250.0
2013-04-09,1236.0
2013-04-08,1223.0
2013-04-05,1215.0
2013-04-04,1209.0
2013-04-03,1209.0
2013-04-02,1129.0
2013-03-28,1249.0
2013-03-27,1258.0
2013-03-26,1275.0
2013-03-22,1284.0
2013-03-21,1290.0
2013-03-20,1294.0
2013-03-19,1290.0
2013-03-18,1295.0
2013-03-15,1299.0
2013-03-14,1302.0
2013-03-13,1314.0
2013-03-12,1314.0
2013-03-11,1260.0
2013-03-08,1262.0
2013-03-07,1260.0
2013-03-06,1251.0
2013-03-05,1246.0
2013-03-04,1239.0
2013-03-01,1243.0
2013-02-28,1249.0
2013-02-27,1264.0
2013-02-26,1291.0
2013-02-25,1323.0
2013-02-22,1335.0
2013-02-21,1344.0
2013-02-20,1355.0
2013-02-19,1377.0
2013-02-18,1408.0
2013-02-15,1434.0
2013-02-14,1429.0
2013-02-13,1448.0
2013-02-12,1448.0
2013-02-11,1453.0
2013-02-08,1461.0
2013-02-07,1481.0
2013-02-06,1484.0
2013-02-05,1466.0
2013-02-04,1461.0
2013-02-01,1454.0
2013-01-31,1468.0
2013-01-30,1477.0
2013-01-29,1491.0
2013-01-28,1507.0
2013-01-25,1520.0
2013-01-24,1541.0
2013-01-23,1564.0
2013-01-22,1577.0
2013-01-21,1604.0
2013-01-18,1605.0
2013-01-17,1573.0
2013-01-16,1431.0
2013-01-15,1365.0
2013-01-14,1370.0
2013-01-11,1367.0
2013-01-10,1367.0
2013-01-09,1384.0
2013-01-08,1386.0
2013-01-07,1319.0
2013-01-04,1285.0
2013-01-03,1254.0
2013-01-02,1237.0
2012-12-24,1235.0
2012-12-21,1228.0
2012-12-20,1226.0
2012-12-19,1233.0
2012-12-18,1315.0
2012-12-17,1403.0
2012-12-14,1440.0
2012-12-13,1407.0
2012-12-12,1446.0
2012-12-11,1652.0
2012-12-10,1762.0
2012-12-07,1832.0
2012-12-06,1897.0
2012-12-05,2000.0
2012-12-04,2095.0
2012-12-03,2166.0
2012-11-30,2199.0
2012-11-29,2241.0
2012-11-28,2275.0
2012-11-27,2275.0
2012-11-26,2277.0
2012-11-23,2288.0
2012-11-22,2318.0
2012-11-21,2335.0
2012-11-20,2367.0
2012-11-19,2369.0
2012-11-16,2347.0
2012-11-15,2350.0
2012-11-14,2375.0
2012-11-13,2327.0
2012-11-12,2283.0
2012-11-09,2203.0
2012-11-08,2119.0
2012-11-07,2098.0
2012-11-06,2186.0
2012-11-05,2261.0
2012-11-02,2304.0
2012-11-01,2355.0
2012-10-31,2419.0
2012-10-30,2458.0
2012-10-29,2460.0
2012-10-26,2451.0
2012-10-25,2432.0
2012-10-24,2530.0
2012-10-23,2587.0
2012-10-22,2332.0
2012-10-19,2217.0
2012-10-18,2135.0
2012-10-17,2162.0
2012-10-16,2103.0
2012-10-15,1960.0
2012-10-12,1914.0
2012-10-11,1833.0
2012-10-10,1775.0
2012-10-09,1829.0
2012-10-08,1921.0
2012-10-05,1932.0
2012-10-04,1873.0
2012-10-03,1738.0
2012-10-02,1676.0
2012-10-01,1660.0
2012-09-28,1621.0
2012-09-27,1548.0
2012-09-26,1549.0
2012-09-25,1568.0
2012-09-24,1578.0
2012-09-21,1584.0
2012-09-20,1531.0
2012-09-19,1421.0
2012-09-18,1326.0
2012-09-17,1219.0
2012-09-14,1204.0
2012-09-13,1198.0
2012-09-12,1186.0
2012-09-11,1187.0
2012-09-10,1188.0
2012-09-07,1186.0
2012-09-06,1186.0
2012-09-05,1188.0
2012-09-04,1186.0
2012-09-03,1180.0
2012-08-31,1172.0
2012-08-30,1169.0
2012-08-29,1177.0
2012-08-28,1182.0
2012-08-24,1124.0
2012-08-23,1103.0
2012-08-22,1091.0
2012-08-21,1082.0
2012-08-20,1087.0
2012-08-17,1095.0
2012-08-16,1105.0
2012-08-15,1120.0
2012-08-14,1147.0
2012-08-13,1158.0
2012-08-10,1169.0
2012-08-09,1192.0
2012-08-08,1204.0
2012-08-07,1237.0
2012-08-06,1214.0
2012-08-03,1200.0
2012-08-02,1178.0
2012-08-01,1181.0
2012-07-31,1194.0
2012-07-30,1200.0
2012-07-27,1209.0
2012-07-26,1224.0
2012-07-25,1239.0
2012-07-24,1261.0
2012-07-23,1275.0
2012-07-20,1276.0
2012-07-19,1276.0
2012-07-17,1301.0
2012-07-16,1310.0
2012-07-13,1320.0
2012-07-12,1352.0
2012-07-11,1428.0
2012-07-10,1484.0
2012-07-09,1501.0
2012-07-06,1493.0
2012-07-05,1455.0
2012-07-04,1369.0
2012-07-03,1290.0
2012-07-02,1204.0
2012-06-29,1190.0
2012-06-27,1182.0
2012-06-26,1168.0
2012-06-25,1160.0
2012-06-22,1155.0
2012-06-21,1152.0
2012-06-20,1145.0
2012-06-19,1140.0
2012-06-18,1138.0
2012-06-15,1148.0
2012-06-14,1162.0
2012-06-13,1196.0
2012-06-12,1212.0
2012-06-11,1221.0
2012-06-08,1223.0
2012-06-07,1232.0
2012-06-06,1252.0
2012-06-01,1298.0
2012-05-31,1319.0
2012-05-30,1342.0
2012-05-29,1377.0
2012-05-28,1404.0
2012-05-25,1424.0
2012-05-24,1457.0
2012-05-23,1539.0
2012-05-22,1602.0
2012-05-21,1626.0
2012-05-18,1633.0
2012-05-17,1638.0
2012-05-16,1632.0
2012-05-15,1613.0
2012-05-14,1612.0
2012-05-11,1614.0
2012-05-10,1618.0
2012-05-09,1628.0
2012-05-08,1625.0
2012-05-04,1576.0
2012-05-03,1527.0
2012-05-02,1495.0
2012-05-01,1494.0
2012-04-30,1496.0
2012-04-27,1499.0
2012-04-26,1505.0
2012-04-25,1514.0
2012-04-24,1521.0
2012-04-23,1524.0
2012-04-20,1533.0
2012-04-19,1534.0
2012-04-18,1534.0
2012-04-17,1542.0
2012-04-16,1547.0
2012-04-13,1572.0
2012-04-11,1561.0
2012-04-10,1531.0
2012-04-05,1507.0
2012-04-04,1475.0
2012-04-03,1456.0
2012-04-02,1427.0
2012-03-30,1412.0
2012-03-29,1386.0
2012-03-28,1361.0
2012-03-27,1354.0
2012-03-26,1354.0
2012-03-23,1369.0
2012-03-22,1384.0
2012-03-21,1404.0
2012-03-20,1416.0
2012-03-19,1449.0
2012-03-16,1466.0
2012-03-15,1475.0
2012-03-14,1479.0
2012-03-13,1482.0
2012-03-12,1496.0
2012-03-09,1503.0
2012-03-08,1506.0
2012-03-07,1515.0
2012-03-06,1516.0
2012-03-05,1523.0
2012-03-02,1525.0
2012-03-01,1527.0
2012-02-29,1531.0
2012-02-28,1531.0
2012-02-24,1504.0
2012-02-23,1471.0
2012-02-22,1460.0
2012-02-21,1452.0
2012-02-20,1456.0
2012-02-17,1461.0
2012-02-16,1464.0
2012-02-15,1466.0
2012-02-14,1468.0
2012-02-13,1463.0
2012-02-10,1457.0
2012-02-09,1456.0
2012-02-08,1448.0
2012-02-07,1444.0
2012-02-06,1438.0
2012-02-03,1436.0
2012-02-02,1445.0
2012-02-01,1446.0
2012-01-31,1447.0
2012-01-30,1456.0
2012-01-27,1465.0
2012-01-26,1477.0
2012-01-25,1497.0
2012-01-24,1512.0
2012-01-23,1547.0
2012-01-20,1554.0
2012-01-19,1559.0
2012-01-18,1583.0
2012-01-17,1631.0
2012-01-16,1681.0
2012-01-13,1723.0
2012-01-12,1798.0
2012-01-11,1992.0
2012-01-10,2115.0
2012-01-09,2229.0
2012-01-06,2304.0
2012-01-05,2471.0
2012-01-04,2768.0
2012-01-03,2955.0
2011-12-23,3287.0
2011-12-22,3406.0
2011-12-21,3526.0
2011-12-20,3565.0
2011-12-19,3571.0
2011-12-16,3572.0
2011-12-15,3571.0
2011-12-14,3652.0
2011-12-13,3695.0
2011-12-12,3725.0
2011-12-09,3697.0
2011-12-08,3405.0
2011-12-07,3405.0
2011-12-06,3387.0
2011-12-05,3390.0
2011-12-02,3409.0
2011-12-01,3386.0
2011-11-30,3298.0
2011-11-29,3198.0
2011-11-28,3083.0
2011-11-25,3049.0
2011-11-24,3042.0
2011-11-23,3083.0
2011-11-22,3146.0
2011-11-21,3188.0
2011-11-18,3235.0
2011-11-17,3258.0
2011-11-16,3223.0
2011-11-15,3108.0
2011-11-14,3081.0
2011-11-11,3150.0
2011-11-10,3162.0
2011-11-09,2993.0
2011-11-08,2823.0
2011-11-07,2779.0
2011-11-04,2788.0
2011-11-03,2829.0
2011-11-02,2906.0
2011-11-01,3003.0
2011-10-31,3132.0
2011-10-28,3274.0
2011-10-27,3481.0
2011-10-26,3612.0
2011-10-25,3638.0
2011-10-24,3597.0
2011-10-21,3566.0
2011-10-20,3565.0
2011-10-19,3473.0
2011-10-18,3451.0
2011-10-17,3539.0
2011-10-14,3587.0
2011-10-13,3546.0
2011-10-12,3486.0
2011-10-11,3474.0
2011-10-10,3275.0
2011-10-07,3218.0
2011-10-06,3162.0
2011-10-05,3043.0
2011-10-04,3021.0
2011-10-03,3063.0
2011-09-30,3136.0
2011-09-29,3207.0
2011-09-28,3268.0
2011-09-27,3318.0
2011-09-26,3344.0
2011-09-23,3335.0
2011-09-22,3244.0
2011-09-21,3012.0
2011-09-20,2942.0
2011-09-19,2847.0
2011-09-16,3008.0
2011-09-15,3267.0
2011-09-14,3342.0
2011-09-13,3309.0
2011-09-12,3270.0
2011-09-09,3185.0
2011-09-08,3048.0
2011-09-07,2938.0
2011-09-06,3010.0
2011-09-05,2995.0
2011-09-02,2975.0
2011-09-01,2807.0
2011-08-31,2598.0
2011-08-30,2333.0
2011-08-26,2346.0
2011-08-25,2466.0
2011-08-24,2556.0
2011-08-23,2446.0
2011-08-22,2324.0
2011-08-19,2220.0
2011-08-18,2124.0
2011-08-17,2015.0
2011-08-16,1951.0
2011-08-15,1870.0
2011-08-12,1851.0
2011-08-11,1836.0
2011-08-10,1810.0
2011-08-09,1783.0
2011-08-08,1793.0
2011-08-05,1804.0
2011-08-04,1807.0
2011-08-03,1775.0
2011-08-02,1749.0
2011-08-01,1738.0
2011-07-29,1749.0
2011-07-28,1767.0
2011-07-27,1800.0
2011-07-26,1816.0
2011-07-25,1827.0
2011-07-22,1841.0
2011-07-21,1851.0
2011-07-20,1866.0
2011-07-19,1884.0
2011-07-18,1900.0
2011-07-15,1918.0
2011-07-14,1943.0
2011-07-13,1965.0
2011-07-12,2022.0
2011-07-11,2084.0
2011-07-08,2115.0
2011-07-07,2126.0
2011-07-06,2116.0
2011-07-05,2082.0
2011-07-04,2052.0
2011-07-01,2045.0
2011-06-30,2036.0
2011-06-29,2048.0
2011-06-28,2082.0
2011-06-27,2053.0
2011-06-24,1974.0
2011-06-23,1905.0
2011-06-22,1859.0
2011-06-21,1835.0
2011-06-20,1836.0
2011-06-17,1824.0
2011-06-16,1796.0
2011-06-15,1716.0
2011-06-14,1694.0
2011-06-13,1732.0
2011-06-10,1735.0
2011-06-09,1767.0
2011-06-08,1801.0
2011-06-07,1860.0
2011-06-06,1933.0
2011-06-03,1939.0
2011-06-02,1934.0
2011-06-01,1912.0
2011-05-31,1874.0
2011-05-27,1821.0
2011-05-26,1794.0
2011-05-25,1759.0
2011-05-24,1690.0
2011-05-23,1651.0
2011-05-20,1633.0
2011-05-19,1604.0
2011-05-18,1459.0
2011-05-17,1457.0
2011-05-16,1475.0
2011-05-13,1494.0
2011-05-12,1498.0
2011-05-11,1509.0
2011-05-10,1529.0
2011-05-09,1557.0
2011-05-06,1566.0
2011-05-05,1542.0
2011-05-04,1560.0
2011-05-03,1572.0
2011-04-28,1564.0
2011-04-27,1566.0
2011-04-26,1546.0
2011-04-21,1540.0
2011-04-20,1540.0
2011-04-19,1538.0
2011-04-18,1552.0
2011-04-15,1564.0
2011-04-14,1573.0
2011-04-13,1570.0
2011-04-12,1576.0
2011-04-11,1590.0
2011-04-08,1612.0
2011-04-07,1638.0
2011-04-06,1674.0
2011-04-05,1728.0
2011-04-04,1779.0
2011-04-01,1792.0
2011-03-31,1768.0
2011-03-30,1756.0
2011-03-28,1807.0
2011-03-25,1805.0
2011-03-24,1798.0
2011-03-23,1754.0
2011-03-22,1701.0
2011-03-21,1679.0
2011-03-18,1687.0
2011-03-17,1702.0
2011-03-16,1744.0
2011-03-15,1811.0
2011-03-14,1865.0
2011-03-11,1891.0
2011-03-10,1856.0
2011-03-09,1699.0
2011-03-08,1595.0
2011-03-07,1507.0
2011-03-04,1427.0
2011-03-03,1390.0
2011-03-02,1337.0
2011-03-01,1314.0
2011-02-28,1310.0
2011-02-25,1315.0
2011-02-24,1319.0
2011-02-23,1345.0
2011-02-22,1390.0
2011-02-18,1442.0
2011-02-17,1455.0
2011-02-16,1477.0
2011-02-15,1488.0
2011-02-14,1494.0
2011-02-11,1475.0
2011-02-10,1411.0
2011-02-09,1334.0
2011-02-08,1289.0
2011-02-07,1281.0
2011-02-04,1299.0
2011-02-03,1298.0
2011-02-02,1321.0
2011-02-01,1337.0
2011-01-31,1351.0
2011-01-28,1368.0
2011-01-27,1403.0
2011-01-26,1447.0
2011-01-25,1494.0
2011-01-24,1541.0
2011-01-21,1556.0
2011-01-20,1566.0
2011-01-19,1572.0
2011-01-18,1586.0
2011-01-14,1595.0
2011-01-13,1608.0
2011-01-12,1637.0
2011-01-11,1719.0
2011-01-10,1788.0
2011-01-07,1865.0
2011-01-06,1963.0
2011-01-05,2137.0
2011-01-04,2285.0
2010-12-24,2346.0
2010-12-22,2440.0
2010-12-21,2557.0
2010-12-20,2671.0
2010-12-17,2723.0
2010-12-16,2709.0
2010-12-15,2687.0
2010-12-14,2676.0
2010-12-13,2663.0
2010-12-10,2694.0
2010-12-09,2731.0
2010-12-08,2832.0
2010-12-07,2929.0
2010-12-06,2987.0
2010-12-03,2983.0
2010-12-02,2919.0
2010-12-01,2869.0
2010-11-30,2910.0
2010-11-29,3095.0
2010-11-26,3233.0
2010-11-25,3381.0
2010-11-24,3539.0
2010-11-23,3593.0
2010-11-22,3585.0
2010-11-18,3496.0
2010-11-17,3492.0
2010-11-16,3490.0
2010-11-15,3530.0
2010-11-12,3612.0
2010-11-11,3695.0
2010-11-10,3882.0
2010-11-09,3938.0
2010-11-08,3984.0
2010-11-05,3994.0
2010-11-04,4011.0
2010-11-03,4060.0
2010-11-02,4165.0
2010-11-01,4231.0
2010-10-29,4262.0
2010-10-28,4272.0
2010-10-27,4461.0
2010-10-26,4448.0
2010-10-25,4407.0
2010-10-22,4373.0
2010-10-21,4356.0
2010-10-20,4363.0
2010-10-19,4366.0
2010-10-18,4363.0
2010-10-15,4345.0
2010-10-14,4301.0
2010-10-13,4173.0
2010-10-12,4098.0
2010-10-11,4055.0
2010-10-08,4076.0
2010-10-07,4019.0
2010-10-06,3976.0
2010-10-05,3786.0
2010-10-04,3509.0
2010-10-01,3419.0
2010-09-30,3370.0
2010-09-29,3393.0
2010-09-28,3431.0
2010-09-27,3197.0
2010-09-24,3121.0
2010-09-23,3104.0
2010-09-22,3108.0
2010-09-21,3248.0
2010-09-20,3389.0
2010-09-17,3481.0
2010-09-16,3594.0
2010-09-15,3748.0
2010-09-14,3933.0
2010-09-13,3991.0
2010-09-10,4019.0
2010-09-09,4017.0
2010-09-08,4024.0
2010-09-07,3901.0
2010-09-03,3937.0
2010-09-02,3900.0
2010-09-01,3643.0
2010-08-31,3516.0
2010-08-27,3449.0
2010-08-26,3362.0
2010-08-25,3503.0
2010-08-24,3795.0
2010-08-23,3777.0
2010-08-20,3578.0
2010-08-19,3363.0
2010-08-18,3225.0
2010-08-17,3207.0
2010-08-16,3194.0
2010-08-13,3210.0
2010-08-12,3212.0
2010-08-11,3152.0
2010-08-10,2724.0
2010-08-09,2485.0
2010-08-06,2194.0
2010-08-05,2029.0
2010-08-04,1939.0
2010-08-03,1892.0
2010-08-02,1922.0
2010-07-30,1922.0
2010-07-29,1886.0
2010-07-28,1801.0
2010-07-27,1747.0
2010-07-26,1698.0
2010-07-23,1708.0
2010-07-22,1718.0
2010-07-21,1752.0
2010-07-20,1757.0
2010-07-19,1698.0
2010-07-16,1676.0
2010-07-15,1640.0
2010-07-14,1653.0
2010-07-13,1839.0
2010-07-12,1949.0
2010-07-09,2102.0
2010-07-08,2159.0
2010-07-07,2291.0
2010-07-06,2468.0
2010-07-05,2578.0
2010-07-02,2627.0
2010-07-01,2658.0
2010-06-30,2711.0
2010-06-29,2713.0
2010-06-28,2716.0
2010-06-25,2717.0
2010-06-24,2695.0
2010-06-23,2698.0
2010-06-22,2770.0
2010-06-21,2920.0
2010-06-18,3134.0
2010-06-17,3317.0
2010-06-16,3488.0
2010-06-15,3739.0
2010-06-14,3905.0
2010-06-11,4276.0
2010-06-10,4446.0
2010-06-09,4519.0
2010-06-08,4553.0
2010-06-07,4884.0
2010-06-04,5110.0
2010-06-03,5275.0
2010-06-02,5455.0
2010-06-01,5402.0
2010-05-28,5217.0
2010-05-27,5304.0
2010-05-26,5357.0
2010-05-25,5262.0
2010-05-24,4625.0
2010-05-21,4317.0
2010-05-20,4192.0
2010-05-19,4300.0
2010-05-18,4513.0
2010-05-17,4711.0
2010-05-14,4804.0
2010-05-13,4861.0
2010-05-12,4878.0
2010-05-11,4804.0
2010-05-10,4551.0
2010-05-07,4348.0
2010-05-06,4041.0
2010-05-05,3917.0
2010-05-04,3892.0
2010-04-30,3936.0
2010-04-29,3998.0
2010-04-28,3947.0
2010-04-27,3698.0
2010-04-26,3277.0
2010-04-23,3238.0
2010-04-22,3200.0
2010-04-21,3176.0
2010-04-20,3083.0
2010-04-19,3059.0
2010-04-16,3071.0
2010-04-15,3048.0
2010-04-14,3001.0
2010-04-13,2945.0
2010-04-12,2941.0
2010-04-09,2984.0
2010-04-08,3073.0
2010-04-07,3233.0
2010-04-06,3377.0
2010-04-01,3429.0
2010-03-31,3425.0
2010-03-30,3301.0
2010-03-29,3245.0
2010-03-26,3244.0
2010-03-25,3248.0
2010-03-24,3259.0
2010-03-23,3282.0
2010-03-22,3390.0
2010-03-19,3522.0
2010-03-18,3613.0
2010-03-17,3780.0
2010-03-16,4056.0
2010-03-15,4411.0
2010-03-12,4328.0
2010-03-11,3894.0
2010-03-10,3723.0
2010-03-09,3679.0
2010-03-08,3877.0
2010-03-05,3923.0
2010-03-04,3721.0
2010-03-03,3344.0
2010-03-02,3172.0
2010-03-01,3163.0
2010-02-26,3174.0
2010-02-25,3196.0
2010-02-24,3278.0
2010-02-23,3392.0
2010-02-22,3476.0
2010-02-19,3517.0
2010-02-18,3570.0
2010-02-17,3523.0
2010-02-16,3380.0
2010-02-15,3270.0
2010-02-12,3259.0
2010-02-11,3224.0
2010-02-10,3310.0
2010-02-09,3486.0
2010-02-08,3515.0
2010-02-05,3474.0
2010-02-04,3371.0
2010-02-03,3309.0
2010-02-02,3302.0
2010-02-01,3317.0
2010-01-29,3494.0
2010-01-28,3706.0
2010-01-27,4019.0
2010-01-26,4193.0
2010-01-25,4204.0
2010-01-22,4161.0
2010-01-21,4095.0
2010-01-20,4059.0
2010-01-19,4174.0
2010-01-18,4411.0
2010-01-15,4375.0
2010-01-14,4142.0
2010-01-13,3865.0
2010-01-12,3759.0
2010-01-11,3718.0
2010-01-08,3733.0
2010-01-07,3824.0
2010-01-06,4253.0
2010-01-05,4431.0
2010-01-04,4197.0
2009-12-24,3887.0
2009-12-23,3917.0
2009-12-22,4041.0
2009-12-21,4284.0
2009-12-18,4566.0
2009-12-17,4875.0
2009-12-16,5123.0
2009-12-15,5154.0
2009-12-14,5132.0
2009-12-11,5193.0
2009-12-10,5387.0
2009-12-09,5679.0
2009-12-08,5948.0
2009-12-07,6370.0
2009-12-04,6655.0
2009-12-03,6640.0
2009-12-02,6352.0
2009-12-01,6127.0
2009-11-30,6189.0
2009-11-27,6353.0
2009-11-26,6699.0
2009-11-25,6928.0
2009-11-24,7157.0
2009-11-23,7343.0
2009-11-20,7542.0
2009-11-19,8056.0
2009-11-18,8243.0
2009-11-17,7683.0
2009-11-16,7326.0
2009-11-13,7183.0
2009-11-12,6848.0
2009-11-11,6392.0
2009-11-10,6113.0
2009-11-09,5764.0
2009-11-06,5583.0
2009-11-05,5481.0
2009-11-04,5440.0
2009-11-03,5394.0
2009-11-02,5256.0
2009-10-30,5047.0
2009-10-29,4776.0
2009-10-28,4665.0
2009-10-27,4733.0
2009-10-26,4827.0
2009-10-23,4842.0
2009-10-22,4774.0
2009-10-21,4577.0
2009-10-20,4346.0
2009-10-19,4163.0
2009-10-16,4061.0
2009-10-15,3979.0
2009-10-14,3762.0
2009-10-13,3909.0
2009-10-12,4075.0
2009-10-09,4107.0
2009-10-08,3990.0
2009-10-07,3773.0
2009-10-06,3528.0
2009-10-05,3300.0
2009-10-02,3282.0
2009-10-01,3060.0
2009-09-30,2846.0
2009-09-29,2748.0
2009-09-28,2729.0
2009-09-25,2677.0
2009-09-24,2566.0
2009-09-23,2545.0
2009-09-22,2684.0
2009-09-21,2892.0
2009-09-18,3008.0
2009-09-17,3165.0
2009-09-16,3296.0
2009-09-15,3415.0
2009-09-14,3494.0
2009-09-11,3539.0
2009-09-09,3607.0
2009-09-08,3598.0
2009-09-07,3595.0
2009-09-04,3651.0
2009-09-03,3747.0
2009-09-02,3820.0
2009-09-01,3894.0
2009-08-28,3946.0
2009-08-27,4002.0
2009-08-26,4026.0
2009-08-25,3869.0
2009-08-24,3965.0
2009-08-21,4030.0
2009-08-20,4162.0
2009-08-19,4342.0
2009-08-18,4544.0
2009-08-17,4747.0
2009-08-14,4708.0
2009-08-13,4553.0
2009-08-12,4333.0
2009-08-11,4292.0
2009-08-10,4351.0
2009-08-07,4444.0
2009-08-06,4631.0
2009-08-05,4848.0
2009-08-04,5023.0
2009-08-03,5187.0
2009-07-31,5385.0
2009-07-30,5585.0
2009-07-29,5704.0
2009-07-28,5564.0
2009-07-27,5339.0
2009-07-24,5170.0
2009-07-23,5218.0
2009-07-22,5419.0
2009-07-21,5602.0
2009-07-20,5824.0
2009-07-17,5957.0
2009-07-16,5916.0
2009-07-15,5549.0
2009-07-14,5034.0
2009-07-13,4788.0
2009-07-10,4844.0
2009-07-09,5037.0
2009-07-08,5336.0
2009-07-07,5667.0
2009-07-06,6104.0
2009-07-03,6438.0
2009-07-02,6848.0
2009-07-01,7122.0
2009-06-30,7241.0
2009-06-29,7216.0
2009-06-26,7106.0
2009-06-25,7034.0
2009-06-24,7115.0
2009-06-23,7441.0
2009-06-22,7909.0
2009-06-19,7996.0
2009-06-18,7980.0
2009-06-17,7825.0
2009-06-16,7648.0
2009-06-15,7227.0
2009-06-12,6715.0
2009-06-11,6465.0
2009-06-10,6354.0
2009-06-09,6382.0
2009-06-08,6523.0
2009-06-05,6812.0
2009-06-04,7561.0
2009-06-03,8147.0
2009-06-02,7724.0
2009-06-01,6549.0
2009-05-29,6125.0
2009-05-28,5602.0
2009-05-27,5308.0
2009-05-26,4797.0
2009-05-22,4343.0
2009-05-21,3991.0
2009-05-20,3767.0
2009-05-19,3661.0
2009-05-18,3600.0
2009-05-15,3481.0
2009-05-14,3282.0
2009-05-13,3129.0
2009-05-12,2988.0
2009-05-11,2913.0
2009-05-08,2963.0
2009-05-07,3046.0
2009-05-06,2868.0
2009-05-05,2528.0
2009-05-01,2376.0
2009-04-30,2348.0
2009-04-29,2342.0
2009-04-28,2364.0
2009-04-27,2443.0
2009-04-24,2494.0
2009-04-23,2539.0
2009-04-22,2501.0
2009-04-21,2393.0
2009-04-20,2285.0
2009-04-17,2209.0
2009-04-16,2140.0
2009-04-15,2077.0
2009-04-14,2033.0
2009-04-09,2024.0
2009-04-08,1993.0
2009-04-07,1972.0
2009-04-06,1961.0
2009-04-03,1962.0
2009-04-02,2001.0
2009-04-01,2039.0
2009-03-31,2066.0
2009-03-30,2078.0
2009-03-27,2092.0
2009-03-26,2134.0
2009-03-25,2169.0
2009-03-24,2195.0
2009-03-23,2215.0
2009-03-20,2197.0
2009-03-19,2154.0
2009-03-18,2157.0
2009-03-17,2251.0
2009-03-16,2365.0
2009-02-16,2365.0
2009-02-17,2251.0
2009-02-18,2157.0
