yil,ay,ort 
2015.0,12.0,732.8235294117646
2015.0,11.0,876.4
2015.0,10.0,1529.666666666667
2015.0,9.0,1528.3809523809525
2015.0,8.0,1933.421052631579
2015.0,7.0,1606.090909090909
2015.0,6.0,1031.857142857143
2015.0,5.0,779.7777777777777
2015.0,4.0,504.84210526315786
2015.0,3.0,437.19047619047615
2015.0,2.0,617.1052631578948
2015.0,1.0,624.0
